instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,daylight_hrs
14213,2012-08-20,3,1,8,9,False,1,True,2,0.64,0.6061,0.69,0.0,55,302,357,13.75
14214,2012-08-20,3,1,8,10,False,1,True,2,0.64,0.6061,0.69,0.0896,69,124,193,13.75
14215,2012-08-20,3,1,8,11,False,1,True,1,0.66,0.6212,0.65,0.1045,90,151,241,13.75
14216,2012-08-20,3,1,8,12,False,1,True,2,0.66,0.6212,0.61,0.1045,66,216,282,13.75
14217,2012-08-20,3,1,8,13,False,1,True,1,0.7,0.6515,0.58,0.1343,97,194,291,13.75
14218,2012-08-20,3,1,8,14,False,1,True,1,0.72,0.6667,0.54,0.1642,87,188,275,13.75
14219,2012-08-20,3,1,8,15,False,1,True,1,0.72,0.6667,0.54,0.2537,102,207,309,13.75
14220,2012-08-20,3,1,8,16,False,1,True,1,0.72,0.6667,0.54,0.2537,103,357,460,13.75
14223,2012-08-20,3,1,8,19,False,1,True,2,0.62,0.5909,0.78,0.194,33,266,299,13.75
14224,2012-08-20,3,1,8,20,False,1,True,2,0.62,0.5758,0.83,0.2836,30,231,261,13.75
14225,2012-08-20,3,1,8,21,False,1,True,1,0.6,0.5606,0.83,0.0,26,219,245,13.75
14226,2012-08-20,3,1,8,22,False,1,True,2,0.6,0.5606,0.83,0.0,25,136,161,13.75
14227,2012-08-20,3,1,8,23,False,1,True,2,0.6,0.5606,0.83,0.0,10,92,102,13.75
14228,2012-08-21,3,1,8,0,False,2,True,2,0.6,0.5606,0.83,0.0896,7,52,59,13.75
14229,2012-08-21,3,1,8,1,False,2,True,2,0.6,0.5606,0.83,0.1343,11,22,33,13.75
14230,2012-08-21,3,1,8,2,False,2,True,2,0.58,0.5455,0.88,0.2836,1,7,8,13.75
14231,2012-08-21,3,1,8,3,False,2,True,1,0.56,0.5303,0.88,0.0,0,3,3,13.75
14232,2012-08-21,3,1,8,4,False,2,True,1,0.56,0.5303,0.88,0.0,0,4,4,13.75
14233,2012-08-21,3,1,8,5,False,2,True,1,0.56,0.5303,0.83,0.0896,4,30,34,13.75
14234,2012-08-21,3,1,8,6,False,2,True,1,0.56,0.5303,0.83,0.1045,5,164,169,13.75
14235,2012-08-21,3,1,8,7,False,2,True,1,0.6,0.5758,0.78,0.1045,19,500,519,13.75
14237,2012-08-21,3,1,8,9,False,2,True,1,0.64,0.6061,0.69,0.0,47,281,328,13.75
14238,2012-08-21,3,1,8,10,False,2,True,1,0.66,0.6212,0.61,0.1045,58,120,178,13.75
14239,2012-08-21,3,1,8,11,False,2,True,1,0.7,0.6515,0.54,0.0,61,195,256,13.75
14240,2012-08-21,3,1,8,12,False,2,True,1,0.72,0.6515,0.45,0.0,79,226,305,13.75
14241,2012-08-21,3,1,8,13,False,2,True,1,0.74,0.6515,0.4,0.0,76,255,331,13.75
14242,2012-08-21,3,1,8,14,False,2,True,1,0.76,0.6667,0.37,0.0896,110,192,302,13.75
14243,2012-08-21,3,1,8,15,False,2,True,1,0.76,0.6667,0.37,0.0,76,226,302,13.75
14244,2012-08-21,3,1,8,16,False,2,True,1,0.76,0.6667,0.37,0.0,109,358,467,13.75
14246,2012-08-21,3,1,8,18,False,2,True,1,0.72,0.6667,0.54,0.2239,93,532,625,13.75
14247,2012-08-21,3,1,8,19,False,2,True,3,0.62,0.5909,0.73,0.1045,56,420,476,13.75
14248,2012-08-21,3,1,8,20,False,2,True,1,0.64,0.6061,0.73,0.0,62,296,358,13.75
14249,2012-08-21,3,1,8,21,False,2,True,1,0.64,0.6061,0.73,0.0,41,239,280,13.75
14250,2012-08-21,3,1,8,22,False,2,True,1,0.64,0.5909,0.78,0.0,24,208,232,13.75
14251,2012-08-21,3,1,8,23,False,2,True,1,0.62,0.5758,0.83,0.0,23,113,136,13.75
14252,2012-08-22,3,1,8,0,False,3,True,1,0.62,0.5758,0.83,0.1045,9,46,55,13.75
14253,2012-08-22,3,1,8,1,False,3,True,1,0.62,0.5909,0.78,0.0,1,20,21,13.75
14254,2012-08-22,3,1,8,2,False,3,True,1,0.62,0.5909,0.78,0.0,7,10,17,13.75
14255,2012-08-22,3,1,8,3,False,3,True,1,0.62,0.5909,0.78,0.0,0,7,7,13.75
14256,2012-08-22,3,1,8,4,False,3,True,1,0.58,0.5455,0.83,0.1045,1,7,8,13.75
14257,2012-08-22,3,1,8,5,False,3,True,1,0.6,0.5758,0.78,0.0,2,38,40,13.75
14258,2012-08-22,3,1,8,6,False,3,True,1,0.62,0.5909,0.73,0.0,12,175,187,13.75
14259,2012-08-22,3,1,8,7,False,3,True,1,0.62,0.5909,0.78,0.0,16,537,553,13.75
14261,2012-08-22,3,1,8,9,False,3,True,1,0.68,0.6364,0.65,0.0,41,335,376,13.75
14262,2012-08-22,3,1,8,10,False,3,True,1,0.7,0.6515,0.61,0.0896,66,159,225,13.75
14263,2012-08-22,3,1,8,11,False,3,True,1,0.72,0.6667,0.58,0.0896,71,196,267,13.75
14264,2012-08-22,3,1,8,12,False,3,True,1,0.74,0.6667,0.51,0.0,59,253,312,13.75
14265,2012-08-22,3,1,8,13,False,3,True,1,0.76,0.6818,0.48,0.1045,74,242,316,13.75
14266,2012-08-22,3,1,8,14,False,3,True,1,0.76,0.6818,0.45,0.1045,82,184,266,13.75
14267,2012-08-22,3,1,8,15,False,3,True,1,0.76,0.6818,0.48,0.1343,94,222,316,13.75
14268,2012-08-22,3,1,8,16,False,3,True,3,0.74,0.6818,0.55,0.2239,102,358,460,13.75
14271,2012-08-22,3,1,8,19,False,3,True,2,0.66,0.6212,0.74,0.0,56,524,580,13.75
14272,2012-08-22,3,1,8,20,False,3,True,1,0.64,0.6061,0.73,0.194,59,332,391,13.75
14273,2012-08-22,3,1,8,21,False,3,True,1,0.64,0.6061,0.73,0.0,60,291,351,13.75
14274,2012-08-22,3,1,8,22,False,3,True,1,0.64,0.6061,0.73,0.0,55,226,281,13.75
14275,2012-08-22,3,1,8,23,False,3,True,1,0.64,0.5758,0.83,0.0,27,113,140,13.75
14276,2012-08-23,3,1,8,0,False,4,True,1,0.64,0.5909,0.78,0.0,9,51,60,13.75
14277,2012-08-23,3,1,8,1,False,4,True,1,0.62,0.5758,0.83,0.0,10,15,25,13.75
14278,2012-08-23,3,1,8,2,False,4,True,1,0.62,0.5758,0.83,0.0,9,11,20,13.75
14279,2012-08-23,3,1,8,3,False,4,True,1,0.62,0.5758,0.83,0.0896,3,6,9,13.75
14280,2012-08-23,3,1,8,4,False,4,True,1,0.62,0.5758,0.83,0.0,0,6,6,13.75
14281,2012-08-23,3,1,8,5,False,4,True,1,0.62,0.5758,0.83,0.0,1,36,37,13.75
14282,2012-08-23,3,1,8,6,False,4,True,2,0.6,0.5455,0.88,0.0896,14,178,192,13.75
14283,2012-08-23,3,1,8,7,False,4,True,2,0.62,0.5758,0.83,0.0896,18,463,481,13.75
14285,2012-08-23,3,1,8,9,False,4,True,2,0.7,0.6515,0.7,0.0,58,354,412,13.75
14286,2012-08-23,3,1,8,10,False,4,True,1,0.74,0.6818,0.58,0.0896,76,157,233,13.75
14287,2012-08-23,3,1,8,11,False,4,True,1,0.76,0.6818,0.48,0.0896,86,192,278,13.75
14288,2012-08-23,3,1,8,12,False,4,True,1,0.78,0.6818,0.38,0.0,97,235,332,13.75
14289,2012-08-23,3,1,8,13,False,4,True,1,0.82,0.7273,0.38,0.0896,93,253,346,13.75
14290,2012-08-23,3,1,8,14,False,4,True,1,0.78,0.697,0.46,0.2239,114,191,305,13.75
14291,2012-08-23,3,1,8,15,False,4,True,1,0.78,0.697,0.46,0.1343,104,201,305,13.75
14292,2012-08-23,3,1,8,16,False,4,True,1,0.76,0.6818,0.48,0.1642,121,344,465,13.75
14295,2012-08-23,3,1,8,19,False,4,True,1,0.72,0.6667,0.51,0.0896,96,537,633,13.75
14296,2012-08-23,3,1,8,20,False,4,True,1,0.7,0.6515,0.61,0.1045,70,404,474,13.75
14297,2012-08-23,3,1,8,21,False,4,True,1,0.7,0.6515,0.61,0.1343,53,276,329,13.75
14298,2012-08-23,3,1,8,22,False,4,True,2,0.68,0.6364,0.61,0.1045,21,177,198,13.75
14299,2012-08-23,3,1,8,23,False,4,True,2,0.66,0.6212,0.69,0.0,24,133,157,13.75
14300,2012-08-24,3,1,8,0,False,5,True,2,0.66,0.6212,0.69,0.0,27,84,111,13.75
14301,2012-08-24,3,1,8,1,False,5,True,2,0.64,0.6061,0.73,0.0,5,37,42,13.75
14302,2012-08-24,3,1,8,2,False,5,True,1,0.66,0.6212,0.69,0.0,1,15,16,13.75
14303,2012-08-24,3,1,8,3,False,5,True,1,0.64,0.6061,0.73,0.0,2,6,8,13.75
14304,2012-08-24,3,1,8,4,False,5,True,2,0.64,0.6061,0.73,0.0,2,6,8,13.75
14305,2012-08-24,3,1,8,5,False,5,True,1,0.64,0.5909,0.78,0.0,1,37,38,13.75
14306,2012-08-24,3,1,8,6,False,5,True,2,0.62,0.5758,0.83,0.0,9,142,151,13.75
14307,2012-08-24,3,1,8,7,False,5,True,2,0.64,0.5909,0.78,0.0,13,412,425,13.75
14309,2012-08-24,3,1,8,9,False,5,True,2,0.72,0.6667,0.58,0.0,58,331,389,13.75
14310,2012-08-24,3,1,8,10,False,5,True,2,0.76,0.6818,0.48,0.0,78,184,262,13.75
14311,2012-08-24,3,1,8,11,False,5,True,2,0.76,0.6818,0.48,0.1045,69,212,281,13.75
14312,2012-08-24,3,1,8,12,False,5,True,2,0.76,0.6818,0.45,0.0896,95,276,371,13.75
14313,2012-08-24,3,1,8,13,False,5,True,2,0.8,0.7121,0.41,0.1045,79,272,351,13.75
14314,2012-08-24,3,1,8,14,False,5,True,1,0.78,0.697,0.43,0.1045,109,229,338,13.75
14315,2012-08-24,3,1,8,15,False,5,True,2,0.76,0.6818,0.48,0.1343,99,251,350,13.75
14316,2012-08-24,3,1,8,16,False,5,True,2,0.76,0.6818,0.48,0.1343,101,414,515,13.75
14319,2012-08-24,3,1,8,19,False,5,True,2,0.72,0.6667,0.58,0.1642,106,430,536,13.75
14320,2012-08-24,3,1,8,20,False,5,True,2,0.7,0.6515,0.65,0.2239,66,297,363,13.75
14321,2012-08-24,3,1,8,21,False,5,True,2,0.7,0.6515,0.61,0.1642,58,248,306,13.75
14322,2012-08-24,3,1,8,22,False,5,True,2,0.7,0.6515,0.61,0.0,42,209,251,13.75
14323,2012-08-24,3,1,8,23,False,5,True,2,0.68,0.6364,0.69,0.0896,38,140,178,13.75
14324,2012-08-25,3,1,8,0,False,6,False,2,0.7,0.6515,0.61,0.0,21,114,135,13.75
14325,2012-08-25,3,1,8,1,False,6,False,2,0.68,0.6364,0.69,0.0,15,100,115,13.75
14326,2012-08-25,3,1,8,2,False,6,False,2,0.66,0.6212,0.74,0.0896,18,61,79,13.75
14327,2012-08-25,3,1,8,3,False,6,False,1,0.66,0.6212,0.69,0.0896,7,31,38,13.75
14328,2012-08-25,3,1,8,4,False,6,False,2,0.66,0.6212,0.69,0.1045,3,9,12,13.75
14329,2012-08-25,3,1,8,5,False,6,False,2,0.64,0.6061,0.73,0.1642,4,10,14,13.75
14330,2012-08-25,3,1,8,6,False,6,False,2,0.64,0.5909,0.78,0.1642,5,25,30,13.75
14331,2012-08-25,3,1,8,7,False,6,False,2,0.64,0.5909,0.78,0.194,14,88,102,13.75
14332,2012-08-25,3,1,8,8,False,6,False,2,0.66,0.6212,0.74,0.2537,29,133,162,13.75
14333,2012-08-25,3,1,8,9,False,6,False,2,0.68,0.6364,0.69,0.2836,60,228,288,13.75
14334,2012-08-25,3,1,8,10,False,6,False,2,0.7,0.6515,0.65,0.2985,148,294,442,13.75
14335,2012-08-25,3,1,8,11,False,6,False,2,0.72,0.6818,0.62,0.2836,143,314,457,13.75
14336,2012-08-25,3,1,8,12,False,6,False,3,0.72,0.6667,0.54,0.3881,217,367,584,13.75
14337,2012-08-25,3,1,8,13,False,6,False,2,0.72,0.6667,0.51,0.3582,186,331,517,13.75
14338,2012-08-25,3,1,8,14,False,6,False,3,0.66,0.6212,0.65,0.2537,150,332,482,13.75
14339,2012-08-25,3,1,8,15,False,6,False,2,0.64,0.6061,0.73,0.3284,79,154,233,13.75
14340,2012-08-25,3,1,8,16,False,6,False,2,0.66,0.6212,0.74,0.2985,174,260,434,13.75
14341,2012-08-25,3,1,8,17,False,6,False,2,0.66,0.6212,0.74,0.3284,132,271,403,13.75
14342,2012-08-25,3,1,8,18,False,6,False,2,0.66,0.6212,0.69,0.4627,122,261,383,13.75
14343,2012-08-25,3,1,8,19,False,6,False,2,0.64,0.5909,0.78,0.2985,97,257,354,13.75
14344,2012-08-25,3,1,8,20,False,6,False,3,0.62,0.5758,0.83,0.2537,65,176,241,13.75
14345,2012-08-25,3,1,8,21,False,6,False,1,0.62,0.5758,0.83,0.3582,60,148,208,13.75
14346,2012-08-25,3,1,8,22,False,6,False,1,0.62,0.5758,0.83,0.3582,46,136,182,13.75
14347,2012-08-25,3,1,8,23,False,6,False,2,0.62,0.5758,0.83,0.2537,34,124,158,13.75
14348,2012-08-26,3,1,8,0,False,0,False,1,0.64,0.5758,0.89,0.2537,23,111,134,13.75
14349,2012-08-26,3,1,8,1,False,0,False,1,0.64,0.5758,0.89,0.194,18,116,134,13.75
14350,2012-08-26,3,1,8,2,False,0,False,2,0.64,0.5758,0.89,0.2239,12,104,116,13.75
14351,2012-08-26,3,1,8,3,False,0,False,2,0.64,0.5758,0.89,0.2537,11,42,53,13.75
14352,2012-08-26,3,1,8,4,False,0,False,2,0.64,0.5758,0.89,0.194,5,11,16,13.75
14353,2012-08-26,3,1,8,5,False,0,False,1,0.64,0.5758,0.89,0.194,3,13,16,13.75
14354,2012-08-26,3,1,8,6,False,0,False,1,0.62,0.5606,0.88,0.2985,5,16,21,13.75
14355,2012-08-26,3,1,8,7,False,0,False,1,0.64,0.5758,0.89,0.194,11,23,34,13.75
14356,2012-08-26,3,1,8,8,False,0,False,1,0.68,0.6364,0.79,0.2836,21,112,133,13.75
14357,2012-08-26,3,1,8,9,False,0,False,1,0.68,0.6364,0.79,0.2537,67,196,263,13.75
14358,2012-08-26,3,1,8,10,False,0,False,1,0.74,0.697,0.66,0.3881,127,258,385,13.75
14359,2012-08-26,3,1,8,11,False,0,False,1,0.74,0.697,0.66,0.3582,150,332,482,13.75
14360,2012-08-26,3,1,8,12,False,0,False,3,0.72,0.697,0.74,0.3582,225,401,626,13.75
14361,2012-08-26,3,1,8,13,False,0,False,3,0.66,0.6061,0.78,0.4179,166,375,541,13.75
14362,2012-08-26,3,1,8,14,False,0,False,1,0.64,0.5758,0.89,0.1045,125,252,377,13.75
14363,2012-08-26,3,1,8,15,False,0,False,3,0.64,0.5758,0.89,0.2836,132,259,391,13.75
14364,2012-08-26,3,1,8,16,False,0,False,3,0.64,0.5758,0.89,0.2836,57,116,173,13.75
14365,2012-08-26,3,1,8,17,False,0,False,1,0.64,0.5758,0.89,0.2239,61,172,233,13.75
14366,2012-08-26,3,1,8,18,False,0,False,2,0.64,0.5758,0.89,0.0896,77,187,264,13.75
14367,2012-08-26,3,1,8,19,False,0,False,2,0.64,0.5758,0.89,0.1642,80,212,292,13.75
14368,2012-08-26,3,1,8,20,False,0,False,1,0.64,0.5758,0.89,0.1642,40,171,211,13.75
14369,2012-08-26,3,1,8,21,False,0,False,1,0.64,0.5758,0.83,0.1343,26,140,166,13.75
14370,2012-08-26,3,1,8,22,False,0,False,1,0.62,0.5606,0.88,0.0896,20,94,114,13.75
14371,2012-08-26,3,1,8,23,False,0,False,1,0.62,0.5758,0.83,0.0896,21,59,80,13.75
14372,2012-08-27,3,1,8,0,False,1,True,1,0.62,0.5758,0.83,0.0,4,28,32,13.75
14373,2012-08-27,3,1,8,1,False,1,True,1,0.62,0.5606,0.88,0.0896,3,4,7,13.75
14374,2012-08-27,3,1,8,2,False,1,True,1,0.62,0.5606,0.88,0.1343,0,8,8,13.75
14375,2012-08-27,3,1,8,3,False,1,True,1,0.62,0.5606,0.88,0.0896,1,3,4,13.75
14376,2012-08-27,3,1,8,4,False,1,True,1,0.62,0.5758,0.83,0.0,1,11,12,13.75
14377,2012-08-27,3,1,8,5,False,1,True,1,0.62,0.5606,0.88,0.0,4,32,36,13.75
14378,2012-08-27,3,1,8,6,False,1,True,1,0.62,0.5606,0.88,0.0,4,141,145,13.75
14379,2012-08-27,3,1,8,7,False,1,True,1,0.66,0.6061,0.83,0.0,15,418,433,13.75
14381,2012-08-27,3,1,8,9,False,1,True,1,0.66,0.6061,0.83,0.1045,40,302,342,13.75
14382,2012-08-27,3,1,8,10,False,1,True,1,0.72,0.697,0.74,0.1343,63,143,206,13.75
14383,2012-08-27,3,1,8,11,False,1,True,1,0.74,0.697,0.66,0.194,47,182,229,13.75
14384,2012-08-27,3,1,8,12,False,1,True,1,0.76,0.7121,0.62,0.0,69,214,283,13.75
14385,2012-08-27,3,1,8,13,False,1,True,1,0.76,0.7121,0.57,0.1642,77,211,288,13.75
14386,2012-08-27,3,1,8,14,False,1,True,1,0.8,0.7424,0.49,0.0896,66,180,246,13.75
14387,2012-08-27,3,1,8,15,False,1,True,1,0.8,0.7576,0.55,0.2985,77,205,282,13.75
14388,2012-08-27,3,1,8,16,False,1,True,1,0.8,0.7576,0.55,0.2537,77,367,444,13.75
14391,2012-08-27,3,1,8,19,False,1,True,1,0.74,0.697,0.7,0.2239,74,499,573,13.75
14392,2012-08-27,3,1,8,20,False,1,True,1,0.74,0.697,0.7,0.194,50,366,416,13.75
14393,2012-08-27,3,1,8,21,False,1,True,1,0.72,0.697,0.74,0.194,39,239,278,13.75
14394,2012-08-27,3,1,8,22,False,1,True,1,0.7,0.6667,0.84,0.194,30,131,161,13.75
14395,2012-08-27,3,1,8,23,False,1,True,1,0.7,0.6667,0.84,0.1642,35,79,114,13.75
14396,2012-08-28,3,1,8,0,False,2,True,1,0.7,0.6667,0.84,0.2537,9,29,38,13.75
14397,2012-08-28,3,1,8,1,False,2,True,1,0.68,0.6364,0.89,0.194,4,17,21,13.75
14398,2012-08-28,3,1,8,2,False,2,True,1,0.68,0.6364,0.83,0.2537,2,13,15,13.75
14399,2012-08-28,3,1,8,3,False,2,True,1,0.66,0.5909,0.89,0.1343,0,4,4,13.75
14400,2012-08-28,3,1,8,4,False,2,True,1,0.66,0.6061,0.83,0.1343,2,6,8,13.75
14401,2012-08-28,3,1,8,5,False,2,True,2,0.66,0.6061,0.83,0.0896,3,39,42,13.75
14402,2012-08-28,3,1,8,6,False,2,True,2,0.66,0.5909,0.89,0.1045,3,144,147,13.75
14403,2012-08-28,3,1,8,7,False,2,True,2,0.66,0.6061,0.83,0.1045,14,255,269,13.75
14405,2012-08-28,3,1,8,9,False,2,True,2,0.7,0.6667,0.79,0.1642,44,351,395,13.75
14406,2012-08-28,3,1,8,10,False,2,True,1,0.74,0.6818,0.62,0.2537,39,165,204,13.75
14407,2012-08-28,3,1,8,11,False,2,True,1,0.78,0.7273,0.55,0.2537,47,171,218,13.75
14408,2012-08-28,3,1,8,12,False,2,True,1,0.8,0.7424,0.49,0.2836,56,241,297,13.75
14409,2012-08-28,3,1,8,13,False,2,True,1,0.82,0.7424,0.43,0.2985,56,232,288,13.75
14410,2012-08-28,3,1,8,14,False,2,True,1,0.84,0.7424,0.38,0.3284,72,179,251,13.75
14411,2012-08-28,3,1,8,15,False,2,True,1,0.82,0.7273,0.34,0.2985,59,258,317,13.75
14412,2012-08-28,3,1,8,16,False,2,True,1,0.82,0.7121,0.33,0.3284,84,396,480,13.75
14415,2012-08-28,3,1,8,19,False,2,True,1,0.74,0.6667,0.45,0.1642,82,515,597,13.75
14416,2012-08-28,3,1,8,20,False,2,True,1,0.72,0.6667,0.48,0.1045,87,348,435,13.75
14417,2012-08-28,3,1,8,21,False,2,True,1,0.72,0.6667,0.48,0.0896,38,276,314,13.75
14418,2012-08-28,3,1,8,22,False,2,True,1,0.7,0.6515,0.54,0.0,20,196,216,13.75
14419,2012-08-28,3,1,8,23,False,2,True,1,0.68,0.6364,0.57,0.0,17,92,109,13.75
14420,2012-08-29,3,1,8,0,False,3,True,1,0.66,0.6212,0.69,0.0,8,39,47,13.75
14421,2012-08-29,3,1,8,1,False,3,True,1,0.64,0.6061,0.69,0.1343,2,12,14,13.75
14422,2012-08-29,3,1,8,2,False,3,True,1,0.62,0.5909,0.73,0.1343,2,4,6,13.75
14423,2012-08-29,3,1,8,3,False,3,True,1,0.62,0.5909,0.73,0.1045,0,9,9,13.75
14424,2012-08-29,3,1,8,4,False,3,True,1,0.6,0.5909,0.73,0.2239,2,8,10,13.75
14425,2012-08-29,3,1,8,5,False,3,True,1,0.6,0.5909,0.73,0.194,3,37,40,13.75
14426,2012-08-29,3,1,8,6,False,3,True,1,0.6,0.5909,0.73,0.194,6,175,181,13.75
14427,2012-08-29,3,1,8,7,False,3,True,1,0.64,0.6061,0.65,0.0896,23,531,554,13.75
14429,2012-08-29,3,1,8,9,False,3,True,1,0.7,0.6515,0.51,0.194,40,308,348,13.75
14430,2012-08-29,3,1,8,10,False,3,True,1,0.72,0.6667,0.48,0.1642,34,144,178,13.75
14431,2012-08-29,3,1,8,11,False,3,True,1,0.72,0.6515,0.45,0.0,67,186,253,13.75
14432,2012-08-29,3,1,8,12,False,3,True,1,0.76,0.6818,0.4,0.0,79,281,360,13.75
14433,2012-08-29,3,1,8,13,False,3,True,1,0.74,0.6667,0.42,0.0,68,232,300,13.75
14434,2012-08-29,3,1,8,14,False,3,True,1,0.76,0.6818,0.4,0.0896,87,214,301,13.75
14435,2012-08-29,3,1,8,15,False,3,True,1,0.76,0.6818,0.4,0.194,96,242,338,13.75
14436,2012-08-29,3,1,8,16,False,3,True,1,0.76,0.6667,0.37,0.1343,104,389,493,13.75
14440,2012-08-29,3,1,8,20,False,3,True,1,0.68,0.6364,0.57,0.0,49,378,427,13.75
14441,2012-08-29,3,1,8,21,False,3,True,1,0.66,0.6212,0.54,0.1045,48,265,313,13.75
14442,2012-08-29,3,1,8,22,False,3,True,1,0.66,0.6212,0.54,0.0,50,185,235,13.75
14443,2012-08-29,3,1,8,23,False,3,True,1,0.66,0.6212,0.57,0.0,34,123,157,13.75
14444,2012-08-30,3,1,8,0,False,4,True,1,0.64,0.6061,0.69,0.0,14,51,65,13.75
14445,2012-08-30,3,1,8,1,False,4,True,1,0.64,0.6061,0.65,0.0,6,17,23,13.75
14446,2012-08-30,3,1,8,2,False,4,True,1,0.62,0.5909,0.73,0.0,3,14,17,13.75
14447,2012-08-30,3,1,8,3,False,4,True,1,0.62,0.5909,0.73,0.0,0,5,5,13.75
14448,2012-08-30,3,1,8,4,False,4,True,1,0.62,0.5909,0.73,0.0,4,4,8,13.75
14449,2012-08-30,3,1,8,5,False,4,True,1,0.62,0.5909,0.73,0.0,2,33,35,13.75
14450,2012-08-30,3,1,8,6,False,4,True,1,0.6,0.5606,0.83,0.1642,8,155,163,13.75
14451,2012-08-30,3,1,8,7,False,4,True,1,0.64,0.6061,0.73,0.0,31,501,532,13.75
14453,2012-08-30,3,1,8,9,False,4,True,1,0.7,0.6515,0.58,0.0,57,339,396,13.75
14454,2012-08-30,3,1,8,10,False,4,True,1,0.72,0.6667,0.54,0.0,73,161,234,13.75
14455,2012-08-30,3,1,8,11,False,4,True,1,0.76,0.6818,0.4,0.0896,85,191,276,13.75
14456,2012-08-30,3,1,8,12,False,4,True,1,0.76,0.6818,0.45,0.1343,73,221,294,13.75
14457,2012-08-30,3,1,8,13,False,4,True,1,0.76,0.6818,0.48,0.1045,76,214,290,13.75
14458,2012-08-30,3,1,8,14,False,4,True,1,0.76,0.6818,0.48,0.1343,74,199,273,13.75
14459,2012-08-30,3,1,8,15,False,4,True,1,0.8,0.7273,0.46,0.1642,99,239,338,13.75
14460,2012-08-30,3,1,8,16,False,4,True,1,0.8,0.7273,0.43,0.1642,77,405,482,13.75
14463,2012-08-30,3,1,8,19,False,4,True,1,0.76,0.6818,0.48,0.1343,78,532,610,13.75
14464,2012-08-30,3,1,8,20,False,4,True,1,0.74,0.6818,0.58,0.1642,68,403,471,13.75
14465,2012-08-30,3,1,8,21,False,4,True,1,0.72,0.6818,0.66,0.1343,32,275,307,13.75
14466,2012-08-30,3,1,8,22,False,4,True,1,0.7,0.6515,0.7,0.0,38,253,291,13.75
14467,2012-08-30,3,1,8,23,False,4,True,1,0.7,0.6667,0.74,0.1045,19,133,152,13.75
14468,2012-08-31,3,1,8,0,False,5,True,1,0.68,0.6364,0.83,0.1642,13,69,82,13.75
14469,2012-08-31,3,1,8,1,False,5,True,1,0.68,0.6364,0.83,0.1642,8,24,32,13.75
14470,2012-08-31,3,1,8,2,False,5,True,1,0.66,0.5909,0.89,0.1343,9,11,20,13.75
14471,2012-08-31,3,1,8,3,False,5,True,1,0.66,0.5909,0.89,0.1045,3,2,5,13.75
14472,2012-08-31,3,1,8,4,False,5,True,1,0.64,0.5758,0.89,0.1343,0,7,7,13.75
14473,2012-08-31,3,1,8,5,False,5,True,1,0.64,0.5758,0.89,0.1642,2,27,29,13.75
14474,2012-08-31,3,1,8,6,False,5,True,2,0.64,0.5758,0.89,0.1642,7,101,108,13.75
14475,2012-08-31,3,1,8,7,False,5,True,2,0.64,0.5758,0.89,0.0896,21,400,421,13.75
14477,2012-08-31,3,1,8,9,False,5,True,1,0.74,0.697,0.7,0.0,61,337,398,13.75
14478,2012-08-31,3,1,8,10,False,5,True,1,0.76,0.7121,0.62,0.0896,59,197,256,13.75
14479,2012-08-31,3,1,8,11,False,5,True,1,0.86,0.7424,0.28,0.2985,88,221,309,13.75
14480,2012-08-31,3,1,8,12,False,5,True,1,0.86,0.7424,0.26,0.2537,120,290,410,13.75
14481,2012-08-31,3,1,8,13,False,5,True,1,0.88,0.7576,0.27,0.3284,97,271,368,13.75
14482,2012-08-31,3,1,8,14,False,5,True,1,0.9,0.7727,0.25,0.2239,112,324,436,13.75
14483,2012-08-31,3,1,8,15,False,5,True,1,0.9,0.7879,0.27,0.2985,109,417,526,13.75
14484,2012-08-31,3,1,8,16,False,5,True,1,0.9,0.7879,0.27,0.2537,111,417,528,13.75
14485,2012-08-31,3,1,8,17,False,5,True,1,0.88,0.7727,0.32,0.1642,129,488,617,13.75
14486,2012-08-31,3,1,8,18,False,5,True,1,0.86,0.7576,0.36,0.2537,87,459,546,13.75
14487,2012-08-31,3,1,8,19,False,5,True,1,0.8,0.7424,0.49,0.1343,91,361,452,13.75
14488,2012-08-31,3,1,8,20,False,5,True,1,0.8,0.7424,0.49,0.1343,102,254,356,13.75
14489,2012-08-31,3,1,8,21,False,5,True,1,0.76,0.7121,0.58,0.194,71,232,303,13.75
14490,2012-08-31,3,1,8,22,False,5,True,1,0.76,0.7121,0.58,0.194,65,212,277,13.75
14491,2012-08-31,3,1,8,23,False,5,True,1,0.74,0.6818,0.62,0.1045,32,142,174,13.75
14492,2012-09-01,3,1,9,0,False,6,False,1,0.74,0.6818,0.62,0.1045,22,146,168,12.5
14493,2012-09-01,3,1,9,1,False,6,False,1,0.72,0.697,0.74,0.1343,11,68,79,12.5
14494,2012-09-01,3,1,9,2,False,6,False,1,0.7,0.6515,0.7,0.1642,8,61,69,12.5
14495,2012-09-01,3,1,9,3,False,6,False,1,0.7,0.6515,0.7,0.1045,6,29,35,12.5
14496,2012-09-01,3,1,9,4,False,6,False,1,0.7,0.6515,0.7,0.0,3,9,12,12.5
14497,2012-09-01,3,1,9,5,False,6,False,1,0.68,0.6364,0.79,0.0,2,20,22,12.5
14498,2012-09-01,3,1,9,6,False,6,False,1,0.68,0.6364,0.79,0.0,13,23,36,12.5
14499,2012-09-01,3,1,9,7,False,6,False,2,0.74,0.6818,0.58,0.1343,8,58,66,12.5
